,loss,model,accs,thresh,,,,,mean diff,Value – mean,,var,std,,s_mean(x),t
256,0.032790637397766,VGG19_S,0.1324,0.9,,,0.7337,,0.7016,0.00103041,,,,,,
257,0.032378022313118,VGG19_S,0.1274,0.91,,,0.7387,,0.699655,0.001524512025,,,,,,
258,0.0311532787323,VGG19_S,0.121,0.92,,,0.7451,,0.6954,0.00247009,,,,,,
259,0.028317765831947,VGG19_S,0.1383,0.93,,,0.7278,,0.691975,0.001283430625,,,,,,
260,0.028149171471596,VGG19_S,0.1369,0.94,,,0.7292,,0.68129,0.0022953681,,,,,,
261,0.026481345701218,VGG19_S,0.1591,0.95,,,0.707,,0.663355,0.001904886025,,,,,,
262,0.025413233017922,VGG19_S,0.1831,0.96,,,0.683,,0.617325,0.004313205625,,,,,,
263,0.023567801499367,VGG19_S,0.2398,0.97,,,0.6263,,0.49026,0.0185068816,,,,,,
264,0.022239965510368,VGG19_S,0.2557,0.98,,,0.6104,,0.32279,0.0827195121,,,,,,
265,0.016070174658299,VGG19_S,0.325,0.99,,,0.5411,,0.145465,0.156527053225,,,,,,
266,0.011548431444168,VGG19_S,0.4869,0.992,,,0.3792,,0.10781,0.0736525321,,,,,,
267,0.010123818361759,VGG19_S,0.531,0.994,,,0.3351,,0.08018,0.0649842064,,,,,,
268,0.006591969114542,VGG19_S,0.724,0.996,,,0.1421,,0.04062,0.0102981904,,,,,,
269,0.003851870852709,VGG19_S,0.8523,0.998,,,0.0138,,0.01974,3.52835999999998E-05,,,,,,
270,0.003670091834664,VGG19_S,0.8619,0.999,,,0.0042,,0.01709,0.0001661521,,,,,,
271,0.003679096487165,VGG19_S,0.8661,3,,,0,,0,0,,,,,,
272,0.026998504114151,VGG19_XS,0.1017,0.9,,,0.7325,,0.7016,0.00095481,,,,,,
273,0.026686468338966,VGG19_XS,0.1015,0.91,,,0.7327,,0.699655,0.001091972025,,,,,,
274,0.026217109036446,VGG19_XS,0.1053,0.92,,,0.7289,,0.6954,0.00112225,,,,,,
275,0.025289712929726,VGG19_XS,0.1075,0.93,,,0.7267,,0.691975,0.001205825625,,,,,,
276,0.025112729144096,VGG19_XS,0.1069,0.94,,,0.7273,,0.68129,0.0021169201,,,,,,
277,0.024007096529007,VGG19_XS,0.1246,0.95,,,0.7096,,0.663355,0.002138600025,,,,,,
278,0.023510776472092,VGG19_XS,0.1302,0.96,,,0.704,,0.617325,0.007512555625,,,,,,
279,0.02176487634182,VGG19_XS,0.1613,0.97,,,0.6729,,0.49026,0.0333573696,,,,,,
280,0.020563513326645,VGG19_XS,0.2008,0.98,,,0.6334,,0.32279,0.0964785721,,,,,,
281,0.012069953453541,VGG19_XS,0.4021,0.99,,,0.4321,,0.145465,0.082159623225,,,,,,
282,0.009755904126167,VGG19_XS,0.5066,0.992,,,0.3276,,0.10781,0.0483076441,,,,,,
283,0.007180117762089,VGG19_XS,0.6742,0.994,,,0.16,,0.08018,0.0063712324,,,,,,
284,0.005351733738184,VGG19_XS,0.7679,0.996,,,0.0663,,0.04062,0.0006594624,,,,,,
285,0.004199522814155,VGG19_XS,0.8261,0.998,,,0.0081,,0.01974,0.0001354896,,,,,,
286,0.00412053450644,VGG19_XS,0.8294,0.999,,,0.0048,,0.01709,0.0001510441,,,,,,
287,0.004170000296831,VGG19_XS,0.8342,3,,,0,,0,0,,,,,,
288,0.019855384135246,VGG19_XXS,0.1,0.9,,,0.6719,,0.7016,0.00088209,,,,,,
289,0.01937674767971,VGG19_XXS,0.1003,0.91,,,0.6716,,0.699655,0.000787083025,,,,,,
290,0.019298946046829,VGG19_XXS,0.1013,0.92,,,0.6706,,0.6954,0.00061504,,,,,,
291,0.019404281377792,VGG19_XXS,0.1011,0.93,,,0.6708,,0.691975,0.000448380625,,,,,,
292,0.017947931742668,VGG19_XXS,0.1485,0.94,,,0.6234,,0.68129,0.0033512521,,,,,,
293,0.01747257771492,VGG19_XXS,0.1684,0.95,,,0.6035,,0.663355,0.003582621025,,,,,,
294,0.01733464050293,VGG19_XXS,0.1725,0.96,,,0.5994,,0.617325,0.000321305625,,,,,,
295,0.016621253204346,VGG19_XXS,0.2054,0.97,,,0.5665,,0.49026,0.0058125376,,,,,,
296,0.015307050740719,VGG19_XXS,0.2591,0.98,,,0.5128,,0.32279,0.0361038001,,,,,,
297,0.009153459995985,VGG19_XXS,0.6362,0.99,,,0.1357,,0.145465,9.53552249999994E-05,,,,,,
298,0.008185125941038,VGG19_XXS,0.6835,0.992,,,0.0884,,0.10781,0.0003767481,,,,,,
299,0.007151622337103,VGG19_XXS,0.7142,0.994,,,0.0577,,0.08018,0.0005053504,,,,,,
300,0.006420951926708,VGG19_XXS,0.729,0.996,,,0.0429,,0.04062,5.19840000000015E-06,,,,,,
301,0.00620291082859,VGG19_XXS,0.7359,0.998,,,0.036,,0.01974,0.0002643876,,,,,,
302,0.006162561196089,VGG19_XXS,0.7394,0.999,,,0.0325,,0.01709,0.0002374681,,,,,,
303,0.00537128662169,VGG19_XXS,0.7719,3,,,0,,0,0,,,,,,
304,0.023597478938103,VGG19_XXXS,0.1,0.9,,,0.5702,,0.7016,0.01726596,,,,,,
305,0.019243825936318,VGG19_XXXS,0.1002,0.91,,,0.57,,0.699655,0.016810419025,,,,,,
306,0.018722408485413,VGG19_XXXS,0.1,0.92,,,0.5702,,0.6954,0.01567504,,,,,,
307,0.018354828763008,VGG19_XXXS,0.1021,0.93,,,0.5681,,0.691975,0.015345015625,,,,,,
308,0.018296891355515,VGG19_XXXS,0.1021,0.94,,,0.5681,,0.68129,0.0128119761,,,,,,
309,0.017707225131989,VGG19_XXXS,0.1246,0.95,,,0.5456,,0.663355,0.013866240025,,,,,,
310,0.017540562105179,VGG19_XXXS,0.1342,0.96,,,0.536,,0.617325,0.006613755625,,,,,,
311,0.01625800460577,VGG19_XXXS,0.201,0.97,,,0.4692,,0.49026,0.0004435236,,,,,,
312,0.015498569118977,VGG19_XXXS,0.246,0.98,,,0.4242,,0.32279,0.0102839881,,,,,,
313,0.012088934242725,VGG19_XXXS,0.4652,0.99,,,0.205,,0.145465,0.003544416225,,,,,,
314,0.011142030584812,VGG19_XXXS,0.5306,0.992,,,0.1396,,0.10781,0.0010106041,,,,,,
315,0.010400949645043,VGG19_XXXS,0.5615,0.994,,,0.1087,,0.08018,0.0008133904,,,,,,
316,0.009808070909977,VGG19_XXXS,0.5746,0.996,,,0.0956,,0.04062,0.0030228004,,,,,,
317,0.009564260351658,VGG19_XXXS,0.5805,0.998,,,0.0897,,0.01974,0.0048944016,,,,,,
318,0.009374928849936,VGG19_XXXS,0.5951,0.999,,,0.0751,,0.01709,0.0033651601,,,,,,
319,0.007641866540909,VGG19_XXXS,0.6702,3,,,0,,0,0,,,,,,
