;loss;model;accs;thresh
140;0.02574925754070282;VGG13_XXS;0.1715;0.996
141;0.023705371761322022;VGG13_XXS;0.2717;0.998
142;0.017109671604633333;VGG13_XXS;0.2471;0.999
143;0.0047889737725257875;VGG13_XXS;0.7918;3.0
144;0.03904096210002899;VGG13_XXXS;0.1;0.9
145;0.0367797952413559;VGG13_XXXS;0.1;0.91
146;0.04207003746032715;VGG13_XXXS;0.1;0.92
147;0.042357286405563355;VGG13_XXXS;0.1;0.93
148;0.03502055563926697;VGG13_XXXS;0.1;0.94
149;0.04337644324302673;VGG13_XXXS;0.1;0.95
150;0.04555876083374023;VGG13_XXXS;0.1;0.96
151;0.027692030620574952;VGG13_XXXS;0.1;0.97
152;0.03408635919094086;VGG13_XXXS;0.1201;0.98
153;0.03899840345382691;VGG13_XXXS;0.1221;0.99
154;0.034547794246673584;VGG13_XXXS;0.1779;0.992
155;0.03277003195285797;VGG13_XXXS;0.163;0.994
156;0.032036856317520145;VGG13_XXXS;0.2174;0.996
157;0.02582052686214447;VGG13_XXXS;0.183;0.998
158;0.023478304767608642;VGG13_XXXS;0.2617;0.999
159;0.007548014342784882;VGG13_XXXS;0.66;3.0
160;0.02975180835723877;VGG16;0.1;0.9
161;0.02981689829826355;VGG16;0.1;0.91
162;0.029713766360282896;VGG16;0.1;0.92
163;0.02968157081604004;VGG16;0.1;0.93
164;0.029690662455558778;VGG16;0.1;0.94
165;0.029538980412483214;VGG16;0.1;0.95
166;0.029425028467178344;VGG16;0.1;0.96
167;0.029243249320983888;VGG16;0.1;0.97
168;0.02935094244480133;VGG16;0.1;0.98
169;0.0280875990152359;VGG16;0.1;0.99
170;0.028011012744903564;VGG16;0.1;0.992
171;0.02842102346420288;VGG16;0.1;0.994
172;0.026858428740501403;VGG16;0.1;0.996
173;0.026905168223381043;VGG16;0.1;0.998
174;0.02431937847137451;VGG16;0.1002;0.999
175;0.002919171892106533;VGG16;0.8954;3.0
176;0.02834664719104767;VGG16_S;0.1;0.9
177;0.028423969221115113;VGG16_S;0.1;0.91
178;0.028333370232582093;VGG16_S;0.1;0.92
179;0.028202938890457153;VGG16_S;0.1;0.93
180;0.027879364800453187;VGG16_S;0.1;0.94
181;0.02779798455238342;VGG16_S;0.1;0.95
182;0.02773076009750366;VGG16_S;0.1;0.96
183;0.027608564853668215;VGG16_S;0.1;0.97
184;0.02643737397193909;VGG16_S;0.1;0.98
185;0.026328905510902403;VGG16_S;0.1;0.99
186;0.02515066785812378;VGG16_S;0.1;0.992
187;0.02647700972557068;VGG16_S;0.1;0.994
188;0.024636817741394042;VGG16_S;0.1;0.996
189;0.02376938045024872;VGG16_S;0.1;0.998
190;0.01720548551082611;VGG16_S;0.157;0.999
191;0.003379196359217167;VGG16_S;0.8691;3.0
192;0.03404798493385315;VGG16_XS;0.1;0.9
193;0.032901730585098266;VGG16_XS;0.1;0.91
194;0.03611421208381653;VGG16_XS;0.1;0.92
195;0.034281434011459354;VGG16_XS;0.1;0.93
196;0.03339611346721649;VGG16_XS;0.1;0.94
197;0.030248788094520567;VGG16_XS;0.1;0.95
198;0.03375278525352478;VGG16_XS;0.1;0.96
199;0.03375691757202148;VGG16_XS;0.1;0.97
200;0.03310859115123749;VGG16_XS;0.1;0.98
201;0.03217242245674133;VGG16_XS;0.1;0.99
202;0.02971808671951294;VGG16_XS;0.1;0.992
203;0.030618162512779237;VGG16_XS;0.1;0.994
204;0.03181951994895935;VGG16_XS;0.1;0.996
205;0.018931355047225953;VGG16_XS;0.152;0.998
206;0.009061517691612243;VGG16_XS;0.5472;0.999
207;0.0038109437704086303;VGG16_XS;0.8425;3.0
208;0.03522848253250122;VGG16_XXS;0.1;0.9
209;0.031672500848770144;VGG16_XXS;0.1;0.91
210;0.03494353623390198;VGG16_XXS;0.1;0.92
211;0.031651721215248105;VGG16_XXS;0.1;0.93
212;0.033402638339996335;VGG16_XXS;0.1;0.94
213;0.03329067935943603;VGG16_XXS;0.1;0.95
214;0.0349941107749939;VGG16_XXS;0.1;0.96
215;0.03150129237174988;VGG16_XXS;0.1;0.97
216;0.033542721605300904;VGG16_XXS;0.1;0.98
217;0.025137074708938598;VGG16_XXS;0.1353;0.99
218;0.03227265768051148;VGG16_XXS;0.1;0.992
219;0.023182805895805358;VGG16_XXS;0.1129;0.994
220;0.026664116978645326;VGG16_XXS;0.1031;0.996
221;0.02183635892868042;VGG16_XXS;0.1829;0.998
222;0.021740231370925903;VGG16_XXS;0.2208;0.999
223;0.00498498343527317;VGG16_XXS;0.7877;3.0
224;0.04668980164527893;VGG16_XXXS;0.1;0.9
225;0.05515522060394287;VGG16_XXXS;0.1;0.91
226;0.05574913010597229;VGG16_XXXS;0.1;0.92
227;0.024489034914970398;VGG16_XXXS;0.1;0.93
228;0.04453164000511169;VGG16_XXXS;0.1;0.94
229;0.03934033284187317;VGG16_XXXS;0.1;0.95
230;0.04526060299873352;VGG16_XXXS;0.1;0.96
231;0.05256275806427002;VGG16_XXXS;0.1;0.97
232;0.03071719973087311;VGG16_XXXS;0.1;0.98
233;0.05522855939865112;VGG16_XXXS;0.1;0.99
234;0.04587183442115784;VGG16_XXXS;0.2103;0.992
235;0.046325614070892335;VGG16_XXXS;0.1;0.994
236;0.018747304165363313;VGG16_XXXS;0.2643;0.996
237;0.035407675623893735;VGG16_XXXS;0.1497;0.998
238;0.019743088150024415;VGG16_XXXS;0.2185;0.999
239;0.0074737039208412175;VGG16_XXXS;0.6707;3.0
240;0.05019911117553711;VGG19;0.1;0.9
241;0.051748171663284305;VGG19;0.1;0.91
242;0.052046486186981204;VGG19;0.1;0.92
243;0.05042287254333496;VGG19;0.1;0.93
244;0.05160143194198608;VGG19;0.1;0.94
245;0.05138874773979187;VGG19;0.1;0.95
246;0.05097881817817688;VGG19;0.1;0.96
247;0.05192645950317383;VGG19;0.1;0.97
248;0.05133889527320862;VGG19;0.1;0.98
249;0.04735842800140381;VGG19;0.1;0.99
250;0.05023666386604309;VGG19;0.1;0.992
251;0.04356117124557495;VGG19;0.1;0.994
252;0.04926266312599182;VGG19;0.1;0.996
253;0.04331754822731018;VGG19;0.1;0.998
254;0.03782673687934875;VGG19;0.1;0.999
255;0.0035125109657645225;VGG19;0.8807;3.0
256;0.0409066116809845;VGG19_S;0.1;0.9
257;0.040796926021575926;VGG19_S;0.1;0.91
258;0.041292893886566165;VGG19_S;0.1;0.92
259;0.04143326978683472;VGG19_S;0.1;0.93
260;0.04184710383415222;VGG19_S;0.1;0.94
261;0.040925238418579105;VGG19_S;0.1;0.95
262;0.04017555155754089;VGG19_S;0.1;0.96
263;0.0382329071521759;VGG19_S;0.1;0.97
264;0.03801452412605286;VGG19_S;0.1;0.98
265;0.035133162188529965;VGG19_S;0.1;0.99
266;0.03808647027015686;VGG19_S;0.1;0.992
267;0.03624479074478149;VGG19_S;0.1;0.994
268;0.038139233636856076;VGG19_S;0.1;0.996
269;0.03286272504329681;VGG19_S;0.1;0.998
270;0.025370559310913084;VGG19_S;0.1623;0.999
271;0.003679096871614456;VGG19_S;0.8661;3.0
272;0.036478830242156986;VGG19_XS;0.1;0.9
273;0.03539646122455597;VGG19_XS;0.1;0.91
274;0.036140048956871035;VGG19_XS;0.1;0.92
275;0.035683911561965945;VGG19_XS;0.1;0.93
276;0.035883378219604495;VGG19_XS;0.1;0.94
277;0.03562250108718872;VGG19_XS;0.1;0.95
278;0.03543178596496582;VGG19_XS;0.1;0.96
279;0.03487762172222138;VGG19_XS;0.1;0.97
280;0.0347625551700592;VGG19_XS;0.1;0.98
281;0.03240786666870117;VGG19_XS;0.1;0.99
282;0.035651242685317996;VGG19_XS;0.1;0.992
283;0.03172942297458649;VGG19_XS;0.1;0.994
284;0.0335380175113678;VGG19_XS;0.1;0.996
285;0.029008310627937316;VGG19_XS;0.1;0.998
286;0.017537653768062593;VGG19_XS;0.1846;0.999
287;0.00417000028192997;VGG19_XS;0.8342;3.0
288;0.03249457125663757;VGG19_XXS;0.1;0.9
289;0.030541476202011107;VGG19_XXS;0.1;0.91
290;0.03266110210418701;VGG19_XXS;0.1;0.92
291;0.02987711408138275;VGG19_XXS;0.1;0.93
292;0.03151507618427277;VGG19_XXS;0.1;0.94
293;0.02701713011264801;VGG19_XXS;0.1;0.95
294;0.02978648176193237;VGG19_XXS;0.1;0.96
295;0.028899412417411806;VGG19_XXS;0.1;0.97
296;0.028573788666725157;VGG19_XXS;0.1;0.98
297;0.02886199119091034;VGG19_XXS;0.1;0.99
298;0.02950385901927948;VGG19_XXS;0.1;0.992
299;0.02447078776359558;VGG19_XXS;0.1033;0.994
300;0.026201205158233643;VGG19_XXS;0.1026;0.996
301;0.025457891774177552;VGG19_XXS;0.189;0.998
302;0.011931722354888916;VGG19_XXS;0.5124;0.999
303;0.005371286362409591;VGG19_XXS;0.7719;3.0
304;0.04596588821411133;VGG19_XXXS;0.1;0.9
305;0.05149707736968994;VGG19_XXXS;0.1;0.91
306;0.04493281302452087;VGG19_XXXS;0.1;0.92
307;0.03975112586021423;VGG19_XXXS;0.1;0.93
308;0.04308180627822876;VGG19_XXXS;0.1;0.94
309;0.04877775158882141;VGG19_XXXS;0.1;0.95
310;0.044844141578674314;VGG19_XXXS;0.1;0.96
311;0.04268428511619568;VGG19_XXXS;0.1;0.97
312;0.033955660271644594;VGG19_XXXS;0.1;0.98
313;0.034178673887252806;VGG19_XXXS;0.1002;0.99
314;0.026252739381790163;VGG19_XXXS;0.1017;0.992
315;0.04592031579017639;VGG19_XXXS;0.1;0.994
316;0.021914114081859587;VGG19_XXXS;0.2238;0.996
317;0.026564718461036682;VGG19_XXXS;0.1323;0.998
318;0.02728379373550415;VGG19_XXXS;0.2478;0.999
319;0.007641865450143814;VGG19_XXXS;0.6702;3.0
